Comment,Likes
"Hey Marques!  I actually have a lot of experience developing displays with lenticular lenses on them.  Theres a few things to note here.  A lenticular display has to encode the image into different viewing perspectives.  This can be done a few different ways.  You can split the image into 2 points of view and use depth sensing head/eye tracking to displace and skew the perspective of what you are viewing to emulate 3D depth for each eye, or you can split the image into a certain specific viewing angle.  Lets say you are using a 45 degree viewing angle, this would require you to split the image into 45 different points of view.  The benefit of this approach is that instead of emulating depth perception with head/eye tracking, anyone who views the monitor can see the same image from a different point of view.  The pitfall of this is the artifact you are experiencing with the blurry non distinct eyes.  When splitting an image into 45 degrees not only are you limiting your depth perception to the y-axis due to the physical restraints of the lenticular lens, but you also run into the issue of an extremely shallow focal plane.  Theres many reasons that this happens and I could go on for hours about the properties of lightfields, however I'll spare you some time and explain how this relates to your issue.  They simply are pushing the 3D model of your persona too far back in z space, and the focal plane is not properly calibrated (or cannot be with the definition display they have paired with their lens.)  This can be solved in software if the lenticular monitor is laminated correctly and it is on a very high definition display, but with a lower quality display and mismatched ppi many issues arise .  When designing a lenticular encoder to break your image into 45 viewing angles you must check the ppi of the lens.  The ppi is a value that specifies the size of each bump on the lens and the population of bumps on the surface.  When creating a lenticular monitor you want to make sure there is a high pixel density under each bump to avoid prism artifacts.  Each bump needs to encapsulate ALL 45 VIEWS!  On the encoded image that can look very odd, but I highly recommend looking up what holographic movie posters look like before they are laminated with lenticular lenses.  It'll give you a better idea of what I mean.  If a bump is not aligned with the calibrated encoded image a blurry low resolution doubling effect can occur or the lens may break up some white light into different colors creating  unintentional chromatic aberration in different areas of your diminished image.  You also want to ensure you don't use a lens with a value ppi that results in bumps that are clearly visible.  The lower the pixel density under each bump in the lens the lower the resolution of your hologram.  The larger the bumps are across your lenticular lens the lower the quality of your illusion.  Apple here is trying to use a lenticular lens with a very small bumps to have the screen appear as flat as possible for up-close viewing, however the display it is laminated on may not be high definition enough to support the resolution people expect.  If you pair that with a shallow focal plane and bad calibration your image is essentially garbage.  If you really want to dig into this technology and how it works I highly recommend picking up a Looking Glass portrait and tearing it apart.  You will see exactly what Apple is doing wrong.  You'll also notice with the Looking glass that although the display is decently high quality, the images always appear pixelated because of the bumps.  A certain distance away from the monitor is required for your brain to ignore them properly.",105
"I think the 3D augmented reality of 1:1 scale objects is the best feature of this headset.

Imagine being able to decorate a room entirely with 3D objects that are only visible inside your headset.",187
This video convinced me to get an Apple Vision Pro. If I had the money.,0
Awesome ❤,0
"15:02 ""If it's a URL that you can say out loud"" We all know where this is going 😂😂😂",129
This is a spectacularly detailed and articulated video/review. I wasn't even looking this up. I saw it and just clicked it. Watched the whole entire thing just because of your presentation. I have absolutely 0 chance of buying this thing lol,83
"I wonder if this would be workable with a Mac Mini sans display? If so, it would be awesome to work with.",0
I’m impressed 😂,0
"Mmm, unremovable cables. Nice. I love it. And my cat loves it even more - says that everytime he tries such cables, the taste of them is very unique and unforgettable",252
"Oh my God, Marques, what a beautiful explanation man! I wish Apple keeps this in their highlights, it's soo good, the nitty picky details which the apple explanation videos didn't even do great job at, but you just rocked it. Kudos to the effort went into this! Good luck.",102
"7:15 Question about hands: what if someone comes up behind you and extends their arm into your field of vision and starts pinching around, could they mess with your screens? or does it only respond to your hands knowing which hands are yours?",0
Mindblowing,0
37 Minutes of pure MKBHD at his best. Thank you very much sir 👏🏽👏🏽,106
"Thanks Marques, I saw all the early reviews and to be honest, yours is the most informative and most fun/engaging to watch! You are in a league of your own!",106
"This is amazing.
Still a little rudimentary, but at least a massive step in the right direction.

I imagine that this will end up being the Google Glass that Google glass wasn't.
A simpler, sleeker version of it appearing a few years from now.
Hopefully, by then, they will have ironed out the smaller things like multiple finger typing and the Somewhat creepy Avatars...

I hope this does really well.",0
"You missed the best feature: capturing and playing back spacial video of your friends/family/kids. That's the killer ""game changing"" app. You can relive your own moments in immersive 3D like you are there again. Also missed pointing out that iPhone 15Pro can record spacial video format for Vision Pro. Admittedly at a lower resolution than the Vison Pro itself captures spacial video.",0
"My jaw dropped when you hooked it to the Mac and had a virtual display.  My mind went racing to all the possibilities of having multiple virtual hi-res displays for the price of one VisionPro, then it all came crashing down when you said it was limited to one display.  Dang.  Hopefully, Apple opens that little feature up and Pros can have virtual displays.  That'll be a great feature.",169
"""Technically it's not AR"" oh my goodness thank you for saying this. No joke, people calling seeing a camera feed of outside the glasses ""AR"" has been a real bugbear of mine.  I think with comparisons with the Hololens, Microsoft used the term ""Mixed Reality"" or MR to define what I guess Apple is calling ""Spatial Computing"". Gonna be really interesting seeing how this product develops and particularly how the next model builds on it or trims it down for a wider audience price point.",181
"The Missing Piece: a review of what happens if you use VR for an extended time, especially for full-time work environments. Back in the 1990's I was at a seminar featuring Maxine Brown of UIC's ImmersaDesk. Wearing no headset, and seated at a non-VR table, she was unable to speak without her hands floating around her, memory-driven, as if plucking information within her VR space. Now ... I test at 99% Spatial Reasoning, and would adore using VR for everything ... but having seen her inability to disengage her body enough to retrieve thoughts and vocalize without that accompanying physical mimic ... made me realize I would never really want to go down such a virtual rabbit hole when I already enjoy an internal spatial vr-type-ability on my own. I felt sad for her artificial VR tick, but also felt free and at peace for myself over a technology I'd (needlessly) yearned over for decades.,",1
"I'm not in the Apple environment and I'm not going to drop the kind of cash to pick one of these up but the design is truly impressive. Really well thought out and excellent execution. Does it work for people who are long or short sighted and would normally need glasses?

What would be really impressive would be a fully immersive map app that can overlay the real world and give you directions. If that app can also adjust light levels so you can basically see in the dark like a cat then it would break reality in the best way.

I'm looking forward to 20 years from now and we'll probably have something the size and weight of Google glass but all the functionality of the Vision Pro and integrates AI seamlessly. Just walking down the street and your AI assistant reminds you to pick up something your wife asked you for earlier that evening as you walk past a grocery store. Then you hear a song coming from a store you're walking past and you ask the AI what it's called and it tells you and starts playing it. You're thirsty and it suggests a juice bar nearby and overlays foot prints out in front of you to direct you. You walk past a scrolling news headline and you ask the AI to read out some of the stories as you walk. Then the battery dies and you realise you can't remember where you parked and simply forgot how to function without a headset since everyone does everything through them.",0
The tech is nuts. It makes me excited to see what's to come 5-10 years down the road.,235
Your buddy slowly appearing through the mist on the moon is hilarious,31
I'm only interested in this for the possibility of using it for 3d modelling and painting... that'd be cool. Integration with Procreate etc.,0
"Can the wearer also wear their own glasses? How does Vision Pro correct eye problems?
Can the Vision Pro be used by more than one user?",2
That Tim Cook’s “NAMASTE” at 18:35 had me dying!😂😂😂😂😂😂,160
23:06 Now the guy next to you is wondering why you’ve been staring at his ginger ale every 2 minutes 🤣,213
"Say you're watching a video like a music concert video. Can the headset make it so you're in a full 360 3D environment of the concert?

I'm guessing not, just yet. But that would be a great feature.",0
"""If it's a URL that you can say out loud"" 😂",1
Lmao imagine you’re FaceTiming and you switch to the moon and suddenly you can’t hear anyone because there’s no atmosphere on the moon to carry sound. 😂,165
"I feel like the potential would be a lot greater if there were more ""multiplayer"" features. 
The Personas in Facetime are still floating portraits -- Not people standing in your room. And it would be amazing if you could share your environment, and others could drop their objects/windows into your ""space"". You could be miles apart and ask another lab technician to give feedback about an analysis you are looking at, and they could walk around your (frozen, recorded state) lab, attach sticky notes to your table, open a browser within your field of view, ""hand"" you some documentation, etc.",54
Very strong and good video,0
"Ok, really not an apple fan but this is amazing.
Is it somehow capable of realtime motion detection/tracking or night vision? Hmmm?",0
"@15:03 bro said "" If it's a URL that you can actually say out loud"" LMAO!",214
“A url you can say out loud” ahahahahaha amazing,54
"This is nothing but impressive. It's a similar technological leap to iPhone 1, and with an equally high degree of refinement of ideas and execution. Steve would be proud.",0
35:33 That’s the most subtle FedEx ad I have ever seen,0
"15:01 I know, Marques, I know... 😂",49
"31:47 The edge of the uncanny valley?  That is deep into the crevasse at the bottom of the uncanny valley.  Pretty awesome, though. lol",150
"I actually, literally like this video


.... 🎉🎉",0
22:40 So in the future the Apple Vision Pro will be bundled with a MacBook thats missing its screen as an input method for Passthrough?,0
"As an VR-enthusiast, who has Oculus dev-kit + the first consumer Oculus Rift, I'm very happy Apple is still spending money on developing the VR-field! The market was getting really cold and big players were leaving. This will push the market again and let it cook a bit more so one day we can have, what everybody is imagining, when we talk about virtual reality.",54
Black Mirror vibes with this one,49
Imma wait for the temu version,0
21:58 actually the virtual screens are quite certainly not having a 4K resolution unless you move them so close that a single screen fills up the entire FOV of the Vision Pro. If the resolution per eye is around 4K  a virtual screen will only have a resolution of 1080p even when it fills up 1/4 of the entire FOV which is actually still quite a big screen to work on.,0
"35:00 — when you guys are laughing and reacting, and the personas’ heads are also tilting forward and back like real life… that’s one of those immersive details, too.  Thanks for the screen recordings.",86
Can't wait for the jerry rig everything teardown of this one 😂,81
Can I still create multiple desktops within the mac and just swipe between them with three finger swipe?,0
Remarking on the thumb nail. Left: Diving goggles. Right: Those glasses from the 'V' series.,0
"15:03 ""if thats a URL, you know... that you can say out loud"" 😂😂😂😂",188
Marques is gonna be staring at who ever he is next to on the plane trying to interact with the window he has next to him haha,123
"Hi @marques, have you ever wondered that Andro-humanoid robot named Sophia handling apple vision pro, can you please make a video or provide information on that.",0
Whenever you put it on it looks like the dude from Ready Player One lol,0
"“If we’re all on Vision Pros in this call…”

The most tech content creator sentence I have ever heard 😂

It’s a great looking device I just can’t see myself justifying price with utility. I do so much with my phone that it’s justifiable but the Vision Pro is just a novelty item to someone like me.",83
"26:27 I can just imagine messing with someone and saying “you’ve made it, you’re in heaven…” 😂",165
"This looks really cool! However, I just finished de-Appling myself because I was annoyed that they keep taking power tools away from their OSes and removing advanced features, and they didn't let me fully fix my last phone. We need something like this for the Android+Linux ecosystem!",0
california dreaming song starts in my mind as soon as i see this thing,0
"Man, it’s unbelievable how clear, eloquent and assertive you can be with words. Thank you for that( English is not my native language)",139
"Loved the ""I don't want to explain to someone sitting next to me why I'm editing my own videos so I'm going to put a headset on and look and move like a complete clown next to them"" as if that is supposed to attract less attention",74
"As per your other Apple products reviews, this will also be rated the best.",0
"Its a great idea, but im not sure i like the idea of big tec having some much personal data on their servers, for one, your basically providing your own mug shot to allow you to be tracked by all the face recognition soft ware on CCTV systems",0
"Gotta say…. Thanks for really knocking this review out of the park when I see big new expensive renovations like this I always want to get it but I love that you break it down with some truth.

It really feels like we’re just having a conversation which I love",65
"One of the coolest bits of Sci-Fi I've seen in the movies was Tony Stark designing something with his hands in CAD in the space in front of him.  The bit here at about 10:00 has me really, really excited.  The possibilities of technical, hand's-on training, for anything from furnace repair to brain surgery, are going to be huge.  Thanks!",137
No matter what I am buying .. amazing technology 😮,0
Hey dude always enjoy your stuff. Your reviews really help me with purchases…. but I need a Flossy Carter sign off. You think you could talk him into trying it out. Not to mention that would be one helluva collaboration ❤,0
"15:04  ""you know if it's a url you can say out loud"" lol",239
"Thanks for all the details. I am super interested in the eye alignment and tracking for the device, same for the correction ability/focus. I know prescription lenses can be ordered for the device through Zeiss but I wonder how it will work if you have limited vision, such as people with only one eye (monocular) or if someone has amblyopia (lazy eye). I also wonder how it tracks the eyes if someone has limited eye movements - such as Duanes syndrome/ brown syndrome or other limitations. 
There are already some medical tools that can track the eyes and help measure and diagnose eye alignment issues and I wonder if this device may be even more accurate for that. 
Considering the price tag, perhaps this technology will be easily adopted by the medical industry. Thoughts? 

Of course, then there is the question if long-term use will influence eye health/ myopia development, especially in young children. Would be awesome to get some of the eye care professionals from the dev team to talk about these questions. 
Great content as always! thanks.",1315
Watches in poverty,10
"NOT THE ONLY WAY TO TURN OFF , it shuts off like iphone hold LEFT TOP BUTTON AND RIGHT SHUTTER BUTTON. It will pop up on screen and you will see the normal slide shutoff sequence",1
"I know MKBHD have been here for a long time and so was I, but the way that the edit and coloring and the attention to detail just for something that could literally be done in hours is just amazing and probably why he has been successful. Big ups on the great video.",192
"The part of saying ""good morning"" at the Steve Jobs theater got me, Marques",54
"this is what Tony Stark felt like in Iron man I. This gives off said vibes, Jarvis bring up the sciency thingy hahaha...",0
"Samsung Galaxy S24U (I assume) at the end of this video, did make me trusting this guy. :D 👍",0
"4:46 In terms of why the battery is big for its capacity is that even though it has a mAh rating similar to a phone battery. It will be using multiple cells to give a higher voltage. Wh is the most accurate measure of battery capacity in a device, higher voltage gives higher Wh for the same mAh. All phones I know of use only 1 cell so voltage is the same which makes mAh an accurate measure for phones. But in the vision pro battery there are more cells so more voltage are more Wh than in IPhone even though the mAh is low.",113
"Normally I don't even care about apple products (always thought they are overhyped and overpriced) but I have to admit that this thing is impressive. However, what made me stay was the quality of the review. This is the first video I see of Marques and I def subscribed. It's been a while since I've seen someone explain something in detail so clearly without boring me to death. I didn't even notice the video was 37 minutes long!",387
"26:39 That's because in the ads, the camera is not looking from an angle upwards to the user. The camera must be facing the Apple Vission Pro directly!",0
"Apple Vision Pro is the future of technology, I’m so exited to try it out",0
"Great Video Review.

You confirmed my initial desire to wait for the 2nd or third iteration.",99
Ive watched reviews from all the big guys Marques was chatting with but I'll tell you why Marques' review is always better. It literally feels like someone just explaining something to me in real life. The other reviewers seems like they are really good presenters doing a presentation. Marques seems like he walked to the front of the classroom and explained something he made from scratch.. knowing all the ins and outs without memorizing them.,96
Cable from battery is removable with a sim ejector. It’s a lightning cable.,0
amazing,0
"26:27 
“Simba…Simba…you’ve lost your way. Take off your Vision Pro”",165
29:06 😂 Thats a meme material right there,48
"@Marques I thought you did an experiment with the Google watch, why are you still putting on the Apple watch?",0
"Yeah, that's what I want to do with a VR headset... look at my calendar. This has got to be the coolest high quality tech in an exciting VR genre...doing the most mundane tasks.",0
"Thank you for this clear, honest, and detailed review! I thought 37 min were too much, but I watched and enjoyed every second of it.",174
"I am not an Apple fan and do not use any Apple products (except for maybe Apple TV in order to watch Masters of the Air), but I found this video to be extremely well done, thorough, and informative.  Nice job, sir.  It was well worth my time to watch it.",165
I need it,0
"God damn you have such good taste in musical artists. Nitro Fun, Wolfgang Gartner, Melano, Savant, based. Great review, I am not exactly an Apple fan and have a lot of issues with their anti-consumer ecosystem and pricing, but I will give them this: Their M1 and M2 series chips are pretty revolutionary technology in terms of their almost unprecedented level of power relative to space and power consumption, and that kind of ARM based compact and powerful technology is probably gonna be the future in terms ofenabling things like standalone AR/VR headsets that don't need you to connect them to a high end gaming computer to have a decent experience. My gf got an M1 Pro Macbook and god damn is it a nice laptop. Super powerful, great battery life, nice operating system, way better display than any Windows laptop in that price range.",0
@mkbhd ARE YOU TROLLING AAPLE WITH THE GALAXY S24 ULTRA at 36:40. Impressive,27
4:40 The important metric here is the Watt hours. It‘s the only true indicator for the battery‘s real capacity.,82
"Does it make you dizzy after an hour or so. 
Does it get blurry or make your eyes tear up?",0
THE GREATEST HEADSET THATS EVER LIVED!!!!!!!!!!,0
18:36 I could almost hear a Tim Cook “Good mornaaaang!” with that move there ;),55
"The overview was better than I expected. Not sure why I thought the software would be a lot ""messier"" than it is. Of course, I have been comparing it to the Meta headsets and maybe that is - but it kinda isn't a fair comparison. As a developer, I can't wait to get hands-on with visionOS, as a consumer would love to see how creative everyone gets with apps and features. Love your content - thanks.",192
That fact it comes with a single strap instead of a duel strap is hysterical,0
Can we use physical keyboard instead of the virtual keyboard ?,0
"I really appreciate how thorough and articulate your videos are both visually and linguistically. Any time I'm trying to learn about a new technology, I'm thrilled to see you've made a video about it.",211
I’ve seen many reviews over the last couple days for the Vision Pro but your reviews are the ones I look forward to the most.,59
How can i setup the external camera for more quality? ( 240p at now ),0
5 seconds in and all I want to know is where do I get that T-shirt. TELL ME NOOOWWW! LOL.,0
"I know what would be a killer feature for me. Video editing software.
Imagine having it at the size of your whole workspace, being able to lie down to rest my back, walk around the room and do all of the things I do on my mac now being tied to my desk. That would be amazing.

UPD: probably should have pointed out an important thing. I am NOT a professional video editor, that is just a small hobby of mine which I am willing to spend money on to make the process more fun and pleasant for myself.",133
"On a different topic, i dont think i have ever been bored while watching MKBHD's videos no matter how long the video is. Its always interesting to watch and learn something about new tech.",257
"I am imagining when it will support two Macs, and when it does, I will buy two Macs and a Vision Pro to do the work and exciting things on Vision Pro at the same time with work",0
Imma just wait 10 years for this,1
"18:36 so immersive that the moment you close your hands like that, your mouth suddenly blurbs ""good morning""",41
"The “one monitor only” Mac extension is a nail in the coffin. They have to do better. I thought at the least you could extend your existing monitor so the VP offers a second monitor. I imagined many monitors, that this would justify the cost. “Why spend $1600 on a big monitor when you can have 3 or 4 monitors in one device wherever you go?” That would be a major selling point. Hope they add this",102
I want it!,0
"I don't care about this thing at all. I'll never buy one, but I just watched this 36 minute video...That's how good you are at this!",0
"I’m not actually really in the market for a VR headset right now, but your description was incredibly comprehensive for me to know what I would be looking for in terms of future developments to get me interested and it’s great to be totally informed about what’s new and what all the fuss and price is about, so thank you!",60
"3D modeling could be amazing with this kind of hardware. The ability to select a vertex, edge, or face just by looking at it, and then being able to just pinch and move your hand around to move or rotate it would be like a dream come true.",168
"It *IS* AR, because anything like that has to use cameras to blend the graphics with the real-world space. My first encounter with AR is with my Nintendo 3DS, and that's exactly what it does. And then I think I've seen AR in others of these headsets but I can't remember for sure. Another time AR entered my life was when I played a walk-through video game at a mall with their cell phones. Yep, I don't know how it would work without being able to blend a camera image with its superimposures.",0
2nd most popular video on your channel must be a 10/10 vid,1
Was so excited for u to talk about the movie/cinema experience... hope u will cover it next video,47
"Yoooo, at 29:05 bro your face just says it all about this experience 🤣😭💀",177
can you type on a real physical keyboard while using the viz pro?,0
But what if you have like a eye problem like needing glasses to see near objects. Wouldn't that affect wearing a Vision pro?,0
18:36 the Tim Cook prayer hands made me laugh so much,240
Downloading a 3D scale model of something your working on and sending it to someone across the country sounds like a game changer for practicality.,371
"28:27 you help it like an iphone, the voice however said to hold it at eye level!",0
Greetings from Ukraine. I really like your amazing review. Subscribed,0
"I don't remember when was the last video I've watched entirely, regular speed, not pausing and not advancing! 😮 Thank you for this!!!you are awesome!",106
"Marques, you are so good at speaking clearly and interestingly. No unnecessary words, just amazing. I'm not even that interested in the product by I watched the whole video just because you're so captivating.",87
"Why not add a **tap by elevating your upper eyelid (staring)** feature ? Maybe wouldn't be comfortable to use for long times but it would very practical while using hands for something else
And glide typing would be very nice too with the pinched fingers of course",0
🎉🎉W  wow really appreciate this movie fantastic said,0
"Me : Is my kidney enough
Apple : Yes... both + Liver 💀",188
"The thing I always say is that people need to start learning ASL. Not only is it an able inclusive exercise to learn to be able to communicate with the deaf and speech impaired but it is also the single best way to input data using a hand tracking vr headset. For example, the ASL for menu is literally putting your hands together and opening them like a book, then with your right hand tracing three lines down across your palm in the air. You need to quickly fire out a text or email, just sign it. So many good applications.",62
Have you or anyone with one tried to use it to decorate a room let's say. Can you take furniture from a pic or store etc.. and place it into the room to see what it will look like?,0
"You know what would be really cool? Some sort of haptic gloves to make the augmented reality even more “real.” 
Somehow, while wearing the gloves, when you reach out to something, you actually feel like you’re holding or touching an object - via some ‘constraining’ or ‘vibratory effect’ within the gloves.",0
18:36 Those Cook-Hands. Epic! *lmao*,86
I watched another review yesterday and this video compared to that is night and day there’s a reason why this channel is the go to for tech the price is out my reach but you did a great job showing what it would be like to put this on wow !,27
im sure down the track they will impliment new features that are entirly unheard of today anddifferent uses that the vision can be used for,0
I fully support this technology it will advance beyond our imagination and its useful for military truck drivers even welders if it can increase enough tint,0
"That fade in environment feature would also be great for remote meetings. Imagine working from home, and you need to watch your kids while also needing to be present to, well, present and draw on a virtual whiteboard. Imagine being able to look around and engage your audience in the same manner as if you were physically there.",182
These are going to be perfect for snowboarding lmao,214
One step closer to the oasis from ready player one lol😅. Can’t wait for it,1
"So we are getting closer to iron man's vision and in future updates it might be possible to know about things, like in Google lens but in vision pro in real time",0
"15:01 veeeeerrryyyy subtle

If it’s a URL ............you know. You can really say out loud 🤣",138
Bro doing the biggest tech review of 2024 with a Good Good hoodie. Love to see it.,79
"Interesting video. Thanks. I am informed. But, i reckon it would be annoying to sit next to someone on a plane pinching at space the whole trip. 😵‍💫🤣",0
"itd be cool if they made it so you could lock what ur looking at and then look elsewhere and still controll what u were lookin at. maybe like a double click with the other hand, or making a fist while lookin at it",0
"You do this so well.  Tech stuff can be so ultra geeky and overwhelming, and you just calmly explain the parts that really matter to users.  Well done.  I so appreciate your videos.  Thank you.",53
"This is the type of VR that my generation ""born in the 80s"" has been waiting for. VR for us is like flying cars for the 50s generation. Its something I grew up with that was represented in movies and popular culture, but the technology wasnt there, and there were a few that came out that fell very short. If you were like me and had the original Virtual Boy you know what im talking about haha. But to see something like this, in reality, that works is just amazing.",111
i will be on it from gen3,0
I was truly surprised on the lack of streaming video apps like Netflix and others. You would think that would be a key feature for the headset.,0
"I've seen a comment on the first apple vision pro video that it's the ""closest thing to black mirror episode"", well, this video solidifies it, especially the persona thing",155
"I have no idea why, but the persona setup made me laugh so hard. He just smiled and it beeped then started talking 😂",129
So what if you open netflix on your mac then get the vision pro conected to the mac 🤔,0
"Looks to me lke impressive new technology that has yet to be seen what its potential is, honestly for me all these features feel more novelty than actually useful, then again, im not a mac user, i own nothing of mac, number of reasons, big one tho is how much an effort mac makes to eliminate all an any cross compatibilities",0
The Mac connectivity feature is insane!,40
"You sir, may be the king of reviews.  This is my first one I literally stumbled across from you and you got a ""subscribed"" a few mins in.  This is surprisingly efficient.",117
"A thumb-up rule for Apple new things is go for the second gen. That’s why I had iPod mini 2, iPod nano 2, iPad 2, iPhone 3G, with the only exception being MacBook Pro 16 2021 which was the first gen of this size, apple silicon and mini-led, as for which I’d say I could have been better to know something earlier.",0
Very cool 😎,0
I didn't even realize this video is almost 40 mins long 🤯 Enjoyed every second of it! 😎👌🏻,157
"The quality of your video is insane, I can practically see each individual hair on your head. The cameras you’re using to capture your content are outstanding!!",111
5:22 You can actually turn it off just by holding both buttons for 5 seconds and there will be a power off slider.,0
Just stumbled on your review and channel. My only comment/perspective (slight at best): This is like FPV to me as when you are placing your body into the imaginary cockpit of a drone you are augmenting your reality. I wonder if that learning curve is lessened?,0
"This is such a good video, feels like I understand the Vision Pro so much better now",64
"With the eye tracking, advertisers are going to love this! Imagine being able to ""see"" who is looking directly at your obnoxious ad on a website? That is a game changer",103
They are the game changers!!!!,0
On my wish list is an Apple Vision Pro,0
"14:98  ""Pretty quick if its a URL you can say out loud"" Homie knows what urls we be looking up",175
This is an amazing review and excellent quality video. The camera man smiling in the background gave me life!,54
Make sense 10 years time this will be alot smaller and smarter thank God for  tech,0
"Her,
I would like to point out that the power cable can be removed from the battery pack.
Just need to use a pin in the hole and pull the wire out. 
similer to sim card eject",0
"Apple had the ability to give us amazing battery life, since the battery isn't in the headset, and they chose not to. In true Apple fashion.",309
we’re getting closer to ready player one every day…,125
"I think I've only seen one video on this that talks about wearing this thing for extended time with the default strap is uncomfortable.  Apple included a regular strap, that goes around and over the head, to take the weight pressing on your face and supporting it with the strap over your head.  No one shows it or mentions it.",0
So you could actually do gaming from the macbook pro? It surprised me that Marques didnt try it,0
34:48 *they could fix the hair problem by providing a “bald” cover for the person when setting it up and then just adding a virtual customizable hairstyle with nice physics and texture*,81
"I was getting hypnotized by the headset at 29:00, I was also doing the instructions.",70
try to use it while driving and get/follow directions (if it supports),0
❤❤ amazing ❤❤,1
Excellent timing for my lunch break.,49
just found your channel. best review of a product i've ever seen. definitely earned a new subscriber today!,47
22:20 heavy rain called,0
"This seems like it could actually be an awesome pdoduct, if not for the orwellian mass data and biometrics harvesting aspect.",0
"4:44 as you can see, the watt hours are actually more like a similar sized power bank. And watt hours is what actually matters. It eliminates the ""unknown"" voltage in the equation.",31
"29:24
Looks like the scene where Thor and Axl Heimdallson talk using magic from Thor: Love & Thunder
😂😂",71
Marques is the best reviewer out there today.,0
I will wait for Android vision pro,1
"Great video! 
The best part was you using a S24 in the end to read your notes!!!!
Loved it!
😂",163
I’m new to this channel and totally impressed with you! I love your explanation from nuts to bolts. It’s clear and without complicated jargon. Thank you!,43
Can the display for MAC feature work with shell closed?,0
Would love to use this for trading,0
"Just finished the unboxing video, glad I saw this new upload! Thanks",23
Can’t wait to have my mom show through my immersion while I’m watching corn 🌽 😂,106
You can't do a virtual screen for mac if you have an older laptop! Back it goes!,0
Can you connect with other people and have them in same room?,0
I haven’t been more excited for a YouTube video in a long time. Thanks Marques,27
32:19 wait…so Heimdall’s son in Thor L&T was facetiming Thor using this 😂,46
"when we have Vison Pro 5, ill get a vision pro 3.",0
"Probably a very silly question but.....What about people with glasses? Do you wear this thing without your glasses on, and if so does the device adjust for the lack of vision? Or is this product exclusively for those with perfect vision already?",0
"In five days 20 000 000 views and it is insane! Because your content is incredible, the unboxing well detailed...thanks for your content! Definitely my time wasn't wasted",61
"When i was a kid that was actually what i imagined the future to be, wearing some glasses and and watching some movies and no one knows what your watching, it insane that were already at this level",167
Does it work with prescription glasses?,0
it needs to adjust for presbyopia somehow without additional lenses.,0
"""thats whats gonna be for my full review"" THIS WASNT THE FULL REVIEW???😭 the quality of your videos is so good I cant even tell apart a basic walkthrough from an actual review... good job👍",86
"Nilay Patel: ""Listen to me. Do you want a computer that is always looking at your hands? *angled stare*""
Marques Brownlee @15:00: ""It just hears you and goes to the site really quick if it's a URL that, you know, you can actually say out loud""

You know I know you know I know you know what's up.

Edit: fixed typos",174
i hope it´ll be achievable for everyone in the future,0
very very well explained. great job dude!,0
One of the best tech product explainer video I have ever seen. Well done Marques... 👌,34
This thing can do so much for people who are disabled or bedridden who can't get out of their house or room for long periods of time. Imagine being able to bring the world to you in 3D in such an elegant manner.,87
"The future is limitless, I can already imagine multiple person working together on a 3d model of a car or a house design",0
"Lol, Remember the ""FaceHugger is an iPhone"" meme from a few years ago... look's like Apple said ""That's the Goal Boys!""",0
“If it’s a URL you can say out-loud” 😂😂😂,30
Marques sticks out his tongue at 29:30 LMAO,27
You can turn it off by holding the button and crown down for about 5 seconds.  Then a power off indicator will show up like on an iphone.,1
Imagine gaming with this. Using the controller ofcourse,2
Much better than the verge’s review. It’s fun watching tech reviewers actually get excited about tech.,54
Well done as always MKBHD. Loved your point on tech being fun again. That sentiment is captured in this piece.,24
I looked up the price on the Apple vision pro and the price I seen was $3499. I sure hope the price drops to a more affordable number. For the average person $3500 is just to high of a price for the average consumer to afford. That being said the Apple vision pro does look very impressive.,0
"Actually the headset can be turned off. 
Press and hold the crown and the top button simultaneously for about 4seconds while wearing the headset and the option to switch off will appear. 
You can also shut it down through the general tab in settings.
Thank me later.",1
Using a proprietary cable was a nice touch after that awesome price.,100
literally just finished watching the unboxing. great content!,64
people calling it odd to wear in conversation but its just the start to where it will be,0
"> ""They want you to default to putting the battery in your back pocket""
> Puts the battery in his front pocket, fits perfectly

Please respect the person at Apple who's spent the last three years researching back pockets",0
You’re really stepping it up with this series Marques… awesome work…,22
"The whole world is so glued to the screen and like this wasn't enough, now we have this",50
I can imagine that for those who suffer from paralysis of the body in some way this would be so freeing for them,0
This is much better then the phone screen being smashed in your face to use it as VR,0
"Price is wild but the persona technology is actually amazing , can you imagine someone’s persona being in your room in an almost full at setting, almost like they were there, man technically has really come far",116
"""It is a VR headset after all."" 😂 12:43",38
Have you ever seen the Magic Leap AR headset?,0
Do you edit your videos or is that your editors?,0
9 days old video and already your second most popular video ever. Crazy and well done Marques 👍,59
Superb work as always!,409
Did i miss the part about if you need to use it with the lights on or not .,0
Burglars no longer need to wait  till you leave home 😂,0
"Probably the Apple vision pro will be the most advanced vr headset from a technical point of view (with a very sharp passthrough, an OLED screen and so on) and this is fine that it is emphasized in a review. What surprises me is that many journalists in the industry, who I assume have also tried other headsets like the Meta quest Pro or the Meta quest 3, do not point out that many of these features have been present for a long time on the Meta headsets, while it seems that they have discovered them only now with the Apple headset.",29
"""if it's a url that you can actually say out loud"" 🤣 @15:03",36
Needs mouse n keyboard accessory to use faster or gaming controller,0
"Yeah, I'm interested but not an Apple fan at all. It's rumored that Huawei are considering making something similar, I'll wait for that since it will probably be cheaper and better (Especially since they're probability analyzing all the current vision pro flaws)",0
