Comment,Likes
"This is possibly better than a full review, since it shows whats its like in your daily life. 
A lot of great moments in this video
Awesome video!",41
2:43-2:53 made me burst out laughing. I feel like the still frame with his hand sticking out is the average experience.,48
"I clicked on your video because I think you are cooler then Marcus. Love your videos man I'm a big fan 

I love you too Marcus 🩵",0
"Think about the first computer you ever saw and think about computers now. When I saw this, I felt the same way",0
"What a great review this is what i wanted, a real perspective of things.
This reminds me of when people started talking in microphone headsets in public and everybody looked at them like who is he talking to, and this genuinely scare me, this is the last stop before we go fully immersive and wave goodbye to human connection.",11
"Hands down one of the best videos you made lately, Casey.",29
Good review! The future is now!,0
"8:15 What you see is reality.  Technology like this enhances reality. Reality is comppsed of everything you experience through your senses, and what ""sense"" your mind makes of it. Just one way of looking at it.",0
"Casey is think this is genuine modern art. The shots and editing made the video come together really well. 
One of your best I’ve seen in a long while. Thanks for the laugh 😂",117
World is going to be just another Black mirror episode,23
I assume it comes with the fluorescent safety jacket to prevent you from dying in traffic?,0
"do they night vision ,thermo or xray vision?",0
"I don't think I would ever have a need for these use conditions, but I'm really glad to see what they would be like if I did! Thanks!",9
"You taking these AR ski goggles out into the real world really gave us a glimpse into what the future of television, the internet, and interfacing with technology. AR glasses that function like these Apple Vision Pro's would be a game-changer. Great video Casey!",35
"6:30 this right here is most amazing and funny moment  with today's technology 
The is the [Foreigner Vlogger visiting another country]",0
"I don't know why you didn't discover it, but there is a travel mode that tracks the screen throughout the moving journey in that subway clip.",0
Casey is back!! Loved ur vidoes back high school and still love your vidoes after 2 kids now watching together!,11
"I’ve used cheap oculus with 2k resulution with games like no man’s sky and the immersion is insane, it’s one of those things where you have to try it to understand. I can’t imagine how amazing the Vision Pro is.",15
You can lock your windows to stay in your perspective while moving,0
You should have enabled Tracking Mode,0
"Very big ""Classic Feeling"" vibe in this video, Love it!",25
The best review ever for this product ever on YouTube. And I think he just made history with this video! Period!,104
Everybody saying that it doesn’t cost 4000$. But it’s amazing you can take a small piece of future,1
I'm envisioning a future with loads of Pokémon hunters on the streets when these things become smaller and more affordable and honestly I hope I will be one of them instead of being the old grandma hating on all these changes cause I think I'd be happier with my charmander beside me.,0
"Wow, what a remarkable video. In real time, Casey evolved this piece from a ""funny reactions to weird AVP nerd"" story to something much more profound: ""the AVP provides (surprisingly) a decent look at the future of computing."" Bravo. This makes other AVP reactions/reviews appear shallow. Bravo.  🔥",26
"Fantastic video Casey. I love your perspective showing the awkwardness and absurdity of the present versus the future potential.

My wife also made a great observation about her fears of people never being able to disconnect.",14
What is this jacket? Similar to rail station staff at London Waterloo.,0
Just shows you that we are truly in the end times. Another step farther away from reality into total 'disconnectedness' with your fellow man.,0
"This was the Vision Pro review I was waiting for.  While I appreciate other’s review, they all feel very safe and in a controlled environment.  As someone who lives in NYC, I appreciate you taking this to the next level which is the realistic chaotic day to day use in the real world.  Thank you!",8
"I always love watching Casey interact with New York, and watching New Yorkers interacting back to him, the love both ways it’s always amazing to see. Always makes me want to visit",14
"No one:
Goggle guy: “The butterfly is eating my donut”",0
Ever thought of going for  a run with that thing on casey,0
Casey killed it. This is the kind of review/narrating that has been making him so unique and popular amongst Yters.,17
"Best review so far, great job thinking outside the box!",7
"9:20 

Elon Musk: ""..already way past that with neuralink...""😂❤",1
Does it come with flippers?,0
"These types of videos show such an important part of the picture. What the (future) real world experience of owning one may become. Hats off, this was fantastic.",30
This is by far the best non-review review of this thing. Casey is such an incredible storyteller,16
So everybody can be living in their own independent reality side by side to each other,0
Casey can try Apple Vision Pro where you visit some country.,0
"Casey just finds so many different and inspiring ways to enjoy things. I would of never imagined using this thing
and walking around a city with it on.",31
"I love it! But the scare thing is, I scare people locked into their phones back to back to back. I'm just thinking about what happens when they are wearing these. Or even scarier when they drive with them on. Phones are bad enough",19
"I can see people experiencing derealization from this, similar to what you can experience when taking drugs. I'm scared for what's held in the foreseen future.",1
"Jordan: ""No - 'thasnk' you Casey, my pleasure"" 10:26",0
"I don't know how this works, but literally every of Casey's videos has this magical touch to it. Makes me really appreciate the king. To the Vision Pro: It seems to be as amazing as it is kinda scary to have products like this entering our lifes, changing how we perceive reality. How we interact with our surroundings. It truly is surreal to be a Sci-Fi fan currently to have this mindboggeling technologies really at our fingertips - assuming you are willing and able to pay those HUGE prices. Future truly is here and I'm looking forward how the Vision Pros change the VR market and which crazy others products will be the result of it",47
"I would not want to experience it like this at all, but I love knowing how it would work and seeing it demonstrated. This is a very important video for tech in general",21
"2025 :
Covid: i sense something dangerous
Vertigo outbreak : get out its my turn",0
We need a new studio tour,0
I think the funniest part was waving your donut around with the butterfly and people watching you😂😂😂,24
100% the best review iv seen of this thing. A real review,9
"Buying in to the apple watch 1 honestly not too bad..  But buying in to this, is absolutely ridiculous.  I'm waiting for the vision pro 8 at least before I drop that kinda money lol",0
lmao this was one of the best of Casey's videos in years! His social anxiety level is in the negative,0
"Bro. I am wordless I've got nothing to say but I really enjoyed Casey's experience of the Apple vision pro... I felt as if I were with him. Thanks, Casey.",15
"I think what everyone forget to say in their review is how lonely the world will become when VR can feel that real. 

We won’t be able to psychologically recover from such a shift. Humans are made for human interaction and this stumps that growth for communities, communication and social skills in general. It’s such a sad direction the world is moving in",49
"Casey, waiting from you to check out bionic lenses , you gonna fly for real",0
It's only the beginning!,0
"It has been a long, long time since I have subscribed to someone for their personality and style alone. Thank you. (This is the first time I've even seen you btw)",18
Real sadness… this is foreshadowing a bleak future… a deeper self-alienated presence… being evermore removed from the other… social awareness slowly becoming irrelevant… pushing more and more people (especially youth) into the arms of despair and depression… mistaking connectivity for genuine connection… 😢😢😢,95
first i watch u videos is 20k suscribe but now is 12m wow 😅,0
The elegance and sophistication of Sofía Vergara's Los Angeles home are truly captivating. A testament to impeccable taste and style.,0
"I understand the excitement around AR, but seeing people walking around with these on their heads reminds me of a show episode, maybe Black Mirror, where a kid was diagnosed with a new form of depression. One where they inundated themselves with so much visual and auditory input from online media that they couldn't regulate their emotions, and deactivating the device they used to view all of this - a wearable - basically flicked off a switch and they'd sit there shy and near catatonic. What I'm afraid of is training ourselves into a syndrome similar to phantom limb syndrome; one where without our phones, we feel naked, and without a window opening when we make a gesture, we feel vulnerable.",76
"The whole time I was thinking how awkward it was to transition from your screens to walking again, having to walk through them. But that dismiss gesture you used at 9:37 would be perfect. Hopefully they implement that at some point!",7
the advertisers are so excited about this :D,0
😂😂😂 this is absolutely ridiculous hilarious 🎉🎉🎉,0
"Yes, you said it perfectly. This is a glimpse into the future. Fantastic review",6
I think you figured out exactly where we’re heading. You’re the only one I’ve seen so far who really got it. Great video!,115
Casey takes the goggles off and realizes he was in his apartment the whole time,2
"""Enjoy your adventure"" Ah. The best. More of this people. MUCH more of this",0
This review actually gets me excited for future tech!,26
"Ah yes people’s sense of awareness to the real world and being even more distracted is just what society needs! 

This was a great video but I really don’t think we need screens in front of our faces all the time.",205
I would be so distracted I would most likely walk into a wall.  lol,0
"Ready player one. 
Here we come.",0
"Finalmente o tipo de analise que eu estava esperando, os outros trezentos mil vídeos todos iguais, e o cara aí fez o diferente!",6
"Best review I’ve seen so far, best take. Can’t wait till vision 2 or 3 maybe 4 when there small enough to wear all the time",7
Ready player One ...... here we come!!!!,0
It's like ready player one came to life,0
"This is the video I wanted to see about the Vision Pro, it really shows the potential! The others reviews are the copy of the copy of the copy",14
This is the one review that Apple never wanted made but it is the one that was needed. I see it now and the future looks bright.,28
This is like wall-e where everybody was stuck in the floating chairs stuck watching shows and eating,1
I'll buy it when it comes in a more discreet version - like Casey's sunglasses.,0
By far the best review of tech product on YouTube and I'm watching from Zimbabwe,11
I haven't laughed this hard in a while. You have made the best Vision Pro review ever. Great job as always!,7
U can pick the windows up & walk with them with your hand. So they don’t go away.just grab them.,1
The Krispy Kreme part had me in tears.,0
"Finally, finally I found a review of this product which really makes sense!
Oh, and by the way:
Your antennas look awesome!",37
The contrast editing is the best part’s of the video,8
Have to turn on travel mode for the windows to follow!,0
"seen little clips of those things but bumped into this video now i know wtf they are now, i thought they where playing some sort of games on it walking in the streets trying to touch the sky for whatever reason",0
"Dang, we've gotten 3 Neistat videos in a month! It's like the olden days!! Thanks for the review!",16
"This is terrifying. Having all that life around you, and not seeing it. Such a shame.

The cuts in and out of the virtual space was so jarring and telling of what will be missed.",18
Everyone will turn Italian soon with those hand movements. Mama mia!!,0
Make it the size of sunglasses or a DBZ scouter in the next versions.,0
"The donut shop part is hilarious, I dont think I could get the courage to walk around NY with a headset on lol",72
Honestly you’re spot on with what you say about this being the future… and that scares the crap out of me.,11
"CASEY! Have a look at the NREAL XREAL AIR 2 GLASSES! they are what you are dreaming of, and have been out longer than these! can you please review them?!? You probably wont see this, but if you do. would be awesome!",0
Is it always recording what's infront of you?,0
Half way through and it's already the best review of this thing.,15
"This attracts me to watch, not a boring unboxing. This gives another level of experience in real life.",9
I cant really tell if i want this future,0
I love his next level advertising,0
This is probably best advertisment apple could make. The end of this video is brilliant. Thank you for this rewieve it is best one that shows everyday experience of a future.,61
"It has been a long, long time since I have subscribed to someone for their personality and style alone. Thank you. (This is the first time I've even seen you btw)",21
"The fact it doesn’t work on a moving train makes me curious to see if it would work on the ISS that travels at the velocity of 28,165KPH",0
Don't think I could do this with the Quest 3. Getting very William Gibson,0
The best review I've seen so far on this matter,7
"caught you on a morning run early 2021 in Cali, in a beat up Honda with a big ol goofy smile haha! bring back the jogging clips in the videos. thats life!",6
Next time you’re on the subway (or passenger in a car) try enabling “travel mode” to disable the gyro.  Then your screens won’t go flying past you.,0
can i drive with the apple vision pro?,0
6:46 The scene with the butterfly and donut makes me laugh.... 😂😂😂,41
"this is the best review ever, we need more YouTubers to do reviews like this
great video",13
Now imagine that tech but with no goggles and you control the internet with your thoughts and move the iron man screens with your hands or your thoughts if you cant use your hands.,1
Good move with highviz 😂,0
"Every review of this product is the same, until this one! No greater content creator for creativity, imagination, and utility. Casey is the man!",12
"this is the best ""review"" I've seen yet of apple vision because it shows how it could actually be used in day to day life.  all other reviewers are in a quiet still area like a bedroom or room.  you really tested it.",51
Ya this is just what the world needs 😂. Everyone walking around with these on in 5 years. Oh god I wanna go back to the 90’s.,0
"interesting dailies movies, keep up on this kind of videos lol 🤣",0
legendary video will be remembered and referenced for a long long time. the guy's reaction on the train when you told him you were seeing him was priceless and something future generations will look at with a smile.,10
9:10 Casey points out this is the future interface for all computing; where ambient display interfaces are all around you.,6
Casey texting on the stairs is as hilarious a imagined that scenario being.,0
"Can't wait to se this technology solve big part of the social network isolation problem! And even to be able to paint and engineer on to the real world, to see shared world wiews",0
"Seeing you in NY… my wife and I love to travel. What if…. Tours— interactive tours of cities, monuments, landmarks, could all be presented here. On the Apple Pro! Getting the motion thing fixed when moving, I’m sure will be an update or new on 2nd gen. Cameras look awesome, but finer detail on next gen. It’s all going to get better. And wildly better. 
I can’t afford this product, as a lot of people can’t. But would love to try it and see where the tech goes!",5
Yours(real world) and Marques(technicalities)has the best review on this product.,8
This is going to be everywhere soon.,0
I'm waiting for the apple vision contacts,0
I’ve been waiting for the one review video I actually care about. Thank you Casey! Also love mkbhd!,18
I like how respectful YouTubers are to each other in the US,18
What is the little green dot that appears every now and then?,0
So it's safe and legal to drive while wearing this?,0
"Every architecture studio should own this to present their vision to clients, there is no better way to see it. Weather it's inside or outside, vision pro could cover it perfectly 👌",10
"I've seen so many reviews of this thing, but this one blows them all away",15
I know when Casey goes out and about in the hi-vis it’s going to be a good adventure,0
Is that iPhone 5s on your desk still working?,0
"For someone with Lazy eye,If you have lazy eye, you can change settings to use your one eye to track and point , you won't be able to see 3d well like normal site & if you switch eye it will try to focus",7
ive been watching casey for almost 10 years now...theres been about a 3 year stint of me watching his work...but this video made me miss the creative spark he always had in his videos and short films...he really is a creative genius and knows how to portray a story through video,9
"Can't wait for Apple vision pro ultra max high capacity VR to come next xD
Or just apple vision pro 2",0
Now imagine talking to someone in the street like you’re actually interacting with someone. Crazy,1
Been Waiting For a Real Life Aspect and of Course Casey Sends It,17
"Seeing you in NY… my wife and I love to travel. What if…. Tours— interactive tours of cities, monuments, landmarks, could all be presented here. On the Apple Pro! Getting the motion thing fixed when moving, I’m sure will be an update or new on 2nd gen. Cameras look awesome, but finer detail on next gen. It’s all going to get better. And wildly better. 
I can’t afford this product, as a lot of people can’t. But would love to try it and see where the tech goes!",5
"The video I needed to watch
The closing comments are statements I already considered, but hearing them here was definite reassurance
Can’t wait for future models !",0
"I bet these things were never meant to be operated on the go, more like a indoor experience. But you showed how ridiculously looking tue future would be",0
And after 5 years we will cry looking at this thinking good old days those were,6
10:08 that’s such a good point. Indeed it’s gotta get way better. Buying stock seems a good investment (if you’re able to),6
the way you type . seems weird i could get use to a system like t9 on my fingertips would have been much faster,1
thansk,0
The first two minutes were hysterical. I laughed so hard at the closeups and you just standing around poking the air.,10
This is the best IRL review of the Apple Vision Pro.,11
casey talking about marques and watching mr beast is iconic thing of some sort,0
"Dude, great review you got me excited thinking about the future of how well these devices will evolve, and Apple being Apple will most likely create exactly what you showed with the sunglasses! Technology is amazing, and is only going to get better!!!!!",0
"i do see how this can be incredibly useful for certain people such as with hearing loss or alike and probably in other cases too, but honestly this looks so dystopian it's insane.",44
As someone who loves tech I do worry about where this will lead. Trouble is no one else does.,53
I was hoping the profound moment was going to be around the end of human interaction and physical engagement :( that’s what I felt as you explained where you were,0
"Casey mentioned he had a larger battery pack for the Apple Vision Pro , but there is no mention of an extended battery anywhere. Casey , please let us know ....",0
This technology will ultimately disconnect humans even more from society when out in public.,12
"bewildered while looking lost in reality , the music is the cherry on top 😂",9
"I am here. Trying to be as disconnected as possible from my phone. And this things just keep you connected to it. Ironic 
Next level is, you connect yourself to another device that give you the feeling of touching, so you can stay home, sitting down. Workinf and havinf your life there. No need to go out.",0
I want the cyberpunk eyeball,0
I love the “They Live” vibe you got going on with this video,7
"Awesome review of the Apple Vision Pro, Casey!  A lot more expensive than my Meta 3!  Never seen a review on foot in the middle of Times Square!  Hopefully I'll see you someday now that I live in the city!",22
Wonderful !. Very wonderful !. Wow !. I can say about Apple Vision Pro is the best. You can see the best you can. Wow !. Amazing !. Very amazing !. If I have it of couse very happy. Everything the best I can see !.,0
"Better wait for next versions, these glasses looking like a giant Fly, a handle a
giant mask, it looks like that first Iron Man armor and that power source that the scientist mounted on Tony Stark, on his chest, with a cable connected to a car battery. LOL !
It's best to wait for a more updated, reduced and lightweight version.
But for those who like to show off and show off, this is a great option hahaha",0
"This is so ridiculous, I love it! I'm so shocked that it's so useable in the real world, I'd never imagined it being used like this. The butterfly scene had me crying!!",35
3:05 I'm pretty sure the Vision pro has a feature to counteract this - it's called Travel mode (located in control center).,7
Feels like ready player one,0
The doughnut butterfly LMAO,0
This was unexpectedly the best review of all of them,6
"This is the prelude to Surrogates (2009). I think the idea of wearing this is handy but not in public. I really loved the video though, Casey . Thank you millions!",19
"All those people who were staring will soon start to wear this as it will become mainstream, this will be the future.",0
Back to the Future 3 with VR and tons of screens,0
"Damn Casey, you truly made want to buy it in the first minute... your gift in production and everything is beyond amazing.",8
"This is honestly what makes the device appealing- portability and adaptability to its environment, good review!",29
6:31 had me dying,0
5:40 I’ve said that word for word on mushrooms I think haha,0
"I plan on getting one, i think i'll wait a couple years. It seems amazing.",123
The fans at 4:30 are a prime example of the law of attraction bro 😂😂😂,7
"It kinda looks like someone wearing snowboard goggles all the time.
I kinda wish if they separated computer bits from screens and put them on the belt strap and connect it with cable, that way they could make goggles smaller even maybe make them looking like a sun glasses or something.",0
Reminds me of AR in Pokémon GO! 😂,0
This is the most sincere review I have ever seen among all the others and I completely agree with everything you said because it was the first thing I thought... in a couple of years this vision pro will be ancient.,9
"The one thing I think I’d love to get Vision Pro for, would be to watch YouTube while lying down. But I can already do that with my Meta Quest 2, and besides, the Vision Pro doesn’t have its own YouTube app, but the Quest 2 does.",6
Casey Makes The Best F'n Videos 😂,0
"it's longer than 15 years bro. neuromancer came out in like 89. sure people had ideas about portable vr before, but really as a workable concept and where computing was really going and in the mass media? yeah since 88 or 89 i'd say. i mean i've been waiting for it that long for sure.",0
"""NEXT GUEST! NEXT GUEST! NEXT GUEST! @ 6:22 LOL! My goodness! Chill out LOL!",8
This is totally bonkers. Like the part tat 6:48. The butterfly is eating my donut. 😂😂😂. This made my day.,14
Imagine everyone was wearing these and texting ? I feel like someone is going to run into the subway or fall backwards by mistake or get vertigo,1
you gotta tap top two buttons and it'll stop tracking via gps,0
This is probably the best review of the Vision Pro because Casey was able to articulate and show the real promise of the product: this is where future computing is heading.,5
"If this is the future, it makes me sad",20
"I remember hearing Casey talk about how anytime people ask for a picture with him, he takes their phone so he can take the picture cause otherwise people want to retake a bunch of times so he was like “fuck it I’ll do it” 
It was funny to see that in action in this video 😂",1
🔥,0
I think you figured out exactly where we’re heading. You’re the only one I’ve seen so far who really got it. Great video!,8
"I'm an Android user, and I love my Samsung Z fold phone, which is one of, if not the most innovative phones out there, and I make sure to let my Apple friends know that nothing new has happened to iphone in the last 9 generations. But THIS... now i see where Apple has been spending its time and money and their vision of phones does not disappoint. 
Bravo Apple 👏 I'm sure Jobs would approve.

Casey, awesome review. This helped me better understand the utility of this new technology and it seems a lot more versatile than just a gaming VR headset",7
"This is very cool tech but i cant imagine a real happy society if we all had a pair of glasses that augmented our reality just like we do with being glued to phones all the time. That amount of constant simulation turns people into bots when used long term. Its a great way for media to use market and condition people into spending money consistently without a massive cost of investment from the business owners perspective. 
Just personal opinion, and everyones got their own, but i see products like this doing a lot more damage than they will do good. From a scientific and innovation perspective, it is absolutely awesome though",0
"This... THIS is how you show off this product !!

Not in a studio, not in an office... but when you have virtual monitors open, doing work in the middle of times square !",0
This is also the peak of where humanity goes down hill in the majority of sci-fi movies 😂,15
I love how much everyone is so happy for him. I love it when other people are so curious and nice when it comes to technology.,9
Not sure if the future is exciting or scary,2
"Well, that is terrifying.",2
THIS IS INSANE!!!!  Such a trip to watch this.  The way you did this video really shows the “this the future” aspect of this device.,6
This video is like old casey neistat video! I’m your subscriber since 2017,27
@YouTube why am I not seeing Casey's videos on my fyp? I have to look for Casey's videos,0
Is it worth it if i dont have apple phone,0
"i think this really is THE review for an average person. thanks for this, really enjoyed it!",5
It’s really sad that we are already glued to our screens most of the time. Most of these tech companies want to take most of our attention to suck us into their ecosystems. This videos shows where we are going and that makes me really sad for the future of humanity. There’s reality and people around him and he seems fascinated that he can take his work outside instead of leaving it at his desk.,9
what about the front cam??,0
like there should be a button on ur back that u need to press against the back of a chair for there to be a display,0
"Not sure if Casey always does this, but notice how he had his hand in the position of the Apple spatial computing motion 8:56",6
Casey's enthusiasm for the future is unmatched. I feel like I learned more about Vision Pro from this video than any other so-called tech review channel.,42
"Oh, wonderful!  An expensive device which enables you to see a dinosaur video in a donut shop!
Just what I always wanted!",0
I love how he's able to make NYC feel charming. When I go I feel disgusted. But it looks magical when he films and interacts with the city,0
"There's been many videos on the pro. But to walk around and use it to find out what its really about rather than staying in a controlled environment was inspired. 

🌟",5
"I am not sure I have seen one of your videos before and  if this is a typical example of the quality, then that has been my loss. You youngster, have produced one magnificent piece of contenet right there. Total props to the producer/ideas person and the team for following it through. Nice one.",9
I can't wait till it gets eyeglasses size.,1
Feel like apple vision goin to become norm just like headset soon and I probably be 80 by then.,0
3:43 is exactly the kind of lunacy I expect to bring society as we know it to its knees.,5
"The thing that will make it go wild is when they let you share AR assets with another headset
When another person can see, and interact with the things you see",6
"So, Apple advertises it as an outside device or is it just for the marketing purpose?",0
Crazy that you Can Film every Person in New York,1
"Pretty cool for a 1st iteration, excited to see how it evolves over time",12
"I used to work at Google when Google Glasses were released. I had a chance to try them twice. Exactly the same fascinating experience when you see those screens floating in the air. But Google Glasses didn't use the camera; they did not cover the view at all. Unfortunately, the project was shut down.
So I wonder why there's a confidence that Apple Vision Pro will stay longer? Were we just not ready back then and are we ready now? I remember tones of criticism about privacy, ethics of recording someone on the street without their concerns etc.",9
"For what I hear there is a travel mode, IDK why nobody knows how tonise it",0
"this is literally dystopian. with the way this is going, Cyberpunk 2077 seems like a pretty accurate prophecy",0
by far the best review video ive seen on these,7
This video shows so many things. Why Casey is the OG YT legend and a pioneer in story telling.,16
Imagine that. You wear your google like those. You are living in your appartment but with a filter. Your appartment look average but with the google you see a penthouse. ✌️😜😎💪,1
"Imagine pausing Dune in Time Square, getting up for a donut, come back and someone has taken your seat…",0
The Krispy Kreme bit was hilarious. I’m terrified for the future.,18
Nooo he left his open tabs in the middle of Times Square,5
Honestly I'd be scared of getting them stolen or someone doing something while I have those on. Even if you can see they do limit your peripheral vision.,0
"it’s been much longer than 15 years, william gibson coined the term cyberspace in 1982, and this is the first time something has almost equaled his groundbreaking science fiction.",0
Your videos give me such good nostalgia,12
"I like how he puts a spin on it, not just another apple vision pro video, also thought this guy quit making videos but apparently not, awesome as always...still hate apple products tho!",5
If the screen relay to video in real time you have here the true birth of main player character,0
The butterfly’s eating my donut lmao,0
"6:32 yes, so the butterfly killed me xD this is the review we all needed.

Greeting from germany",10
5:07 curling two fingers probably not the best gesture to be using in public,8
Im waiting for the Apple Vision iBalls.,0
9:12 it’s called NEURAL LINK. This gadget is just a little preview.,0
"10:13 ""It is going to get so much better"" 
And don't forget MUCH cheaper.",7
Now that is how you review and test a product...in a non controlled environment doing normal activities. I wasn't impressed with the Vision Pro indoors but as a mobile device it's the future. Once it's smaller and they make a version under $2500...it will be a must have travel accessory. Great video and it made me see this device in a whole new perspective,5
"Reminds me of how much technologies need to learn and converge, and maybe the convergence is happening. Remember google glasses?",0
I hear all the ways this disconnects us from reality!   I play VR co-op video games.  I have met and talked to people from all over the world.  Some have become friends.  What a small world it is now thanks to technology - use it wisely and it will benefit mankind.,0
"4:20 We're not worthy, we're not worthy.",9
"Someone at one of our tech conferences phrased it so wonderfully. The moment the technology disappears, only then does it become truly useful.",64
I’m joining the Luddite Devolutionary Front. You guys go have fun.,0
They will try to implement it into our brains 😊,0
I don’t see how people don’t see the issue with where we’re going as a society. Good luck y’all ✌️,14
"What you expressed at the end of the video is how I felt when the first iPhone was released. I had been dreaming about a phone that worked that way, and it happened! It was exhilarating. That said, I don't know if the world is a better place with the iPhone because it's part of what's disconnected us from one another. Seeing you in the middle of Times Square with a mask on, watching multiple screens, and answering texts seems like it will lessen human interaction even more. I think it's interesting you picked Times Square as a place to demo this. I love the theater, all the New Yorkers and people from around the world visiting. That's my preferred multi-screen experience. Thanks for always posting interesting, entertaining, and provocative videos.",7
"imagine someone has the ability:
to effect your day for the better or worse 100% of the time
would consider that to be your time?",0
"Very cool, but since Apple & tech companies love to gather data, basically the users should evaluate the features benefits vs real life data Apple will be observing and gathering via LiDAR and all the cameras on these goggles ! Now it’s not just locations or conversations, it’s visual perspective !",0
"I've been having the AR multi-screen experience for a year using a pair of Xreal glasses that cost less than $300. It's not the pinnacle of this kind of tech, but for like 7.5% of the price it's been a game changer for me.",9
"When Apple announced this product with a long video, I remember having this weird feeling of being uncomfortable about how it might change the world. I felt like what it might have been when the internet or a computer first came out.. didn’t really understand it, but looked like something revolutionary. I think your the first ‘review’ video I’ve watched that has validated my original thoughts",9
This is the most significant invention literally since Issac Newton discovered E=MC.,0
"that's Odo, from Star Trek: Deep Space 9",0
0:15 literally every Casey video,10
"Casey:  ""I guess you guys aren't ready for that, yet. But your kids are gonna love it.""",5
THIS is the future.,1
Its giving me ready player one vibes,0
"As someone who has been studying electrical engineering for the last 4 years, this video is fucking awesome. I can’t imagine what the future holds",18
"""Enjoy your adventure""... 'Apple Interactive Adventure' pops up as the suggested watch. Always listening. Always.",20
looks like Kramer inteacting with the world!,0
What if we start calling it the AVpro and you could just say. I have my AVpro’s on right now.,0
What everybody needs in their life is EVEN MORE INTERNET.,7
7:02 - that is peak Casey.,5
NYC's kindest strangers,0
So now we're walking with a suped up phone on our faces now,1
The feeling of having your digital world integrated with your real one is hard to put into words. This is truly a step towards the future of computing.,48
Am I the only one terrified of it if crowds wearing this?,5
pokemon go with this would be crazy,0
Spacial computing is AR.,0
6:30 🔥🔥🔥😂,8
"I was the fifth person at Apple in Tigard Oregon to experience the Apple Vision Pro. Being 73 years old  I thought I had seen everything. I was wrong.  20 minutes Into the demonstration I realized I was experiencing the very edge of a new future. Once the clumsiness and the weight of this technology are conquered, we will never look back.",28
I like to touch things.  I Ned hepatic feedback.  The vibrations of my phone on my fingers or of the keys clicking on a keyboard are too important to me.,0
I can imagine this will probably be some kind of implant or glasses which sync to our phones in the future.,0
the paparazzi @0:30,6
5:19 In Brazil the guy would be dead in 0.001s and device stolen.,6
But can you read the tiny text on those screens?,0
Yeah I am 100% sure AR will be adopted by many but once the size of the glasses gets much smaller,0
"Ok. I've watched all the apple vision pro videos. This was the best, this was the one that SHOWED not TOLD me about the product. That's the best way to do a review. oh and holy crap this product is insane.",5
"Everyone is so focused on the technical details and short comings of this 1st gen apple vision, and seems to miss the actual point that this is going to change everything in the next decade. Casey excellent video as usual, this is the type of review I’ve been looking for! I’ve been dying to know if it works when out and about walking around outside",5
It will be like when the iphone first came out it'll be werid at first but eventually everyone will have one,0
This is the best review. It's kind of insane that you don't hear about some of these flaws from other people. That fear of not getting more stuff to review the next year is real...,2
9:36 😂😂😂😂 hey mom yah I’ll call you back you look great btw *SWIPES AND HANGS UP* 😂😂😂😂😂😂,9
These are truly the future. I agree.,83
the glasses should clear when u lean forward to stand up,0
Google Glass walks in... Hello There,0
7:18 SIIIIICK!!!!!!!!!,6
"MKBHD who? Damn Casey! You did it! You always do it! This is some of the greatest Tech review I have seen in decades. This is what a Tech review should be like! Since the launch of these, and after watching a few videos on these, I was like what the hell is wrong with people, it’s like everyone was gatekeeping something, something they don’t want us to know. Haha. It’s just a product, use it and tell us how you feel about it. How simple is that? Now more than ever, I feel like I definitely see myself buying these and using these every evening instead of watching a TV.",11
"Why is apple not just letting go altogether of the keyboard and program it to understand in the air 10 finger typing, like how you would type on a nornal keyboard, it should be able to predict what you want to type, it’s already good enough to detect a pinch to select things, of course a pinch is a less subtle movement, but if they let you type a paragraph first and correct it wherever the algorithm got it wrong, the algorithm can learn your specific finger movement and get it customized",0
That headset makes you so muggable!,0
Omg this is ICONIC. What a way to use a cultural moment and merge it seamlessly with all things Casey and bring it to the streets of NYC 🤩,7
the donut scene was one of the best moments i have ever seen on youtube,7
"yea, I'm interested to see what the 3rd or 4th generation of this tech will look and perform like. Probably much smaller, more effective, and cheaper. Meme's are making fun of this device but I won't be surprised if almost everyone has a device like this in 5-7 years",0
"Using it in public would be great if it wasn’t so goofy looking. If the somehow got it down to the size of a pair of sunglasses, it would be world changing. Even if you have to carry external components to achieve it.",0
"In 10-20 years, when these guys become common glasses, I will come back to this video and remember the start. This is actually awesome. Gives me E.D.I.T.H. vibes and I love it.

I never owned any Apple product for real, but this is a great evolution.",20
2:43 “I get off here… enjoy your adventure.” what a guy. Apple needs that guy for PR on this device!,8
"And we thought that people had already lost all of their social skills with being stuck to their phones, but it looks like things are still gonna get even worse.  God help us all. 😩😩😩",1
"Anyone noticed how after the man said ""enjoy yout adventure"" it pops out a movie recomendation wich says ""adventure"" 😅",0
"10:27 u spelt thanks wrong, just saying 🙃",6
"Bruh. Imagine using this as an Italian…
You meet you friend and speak like this 🤌🏻🤏🏻🤌🏻🫴🏻🤙🏻🤌🏻🤌🏻 and the next thing you find out is that the Vision Pro opened a thousand tabs, ordered pizza and the next Uber ride to the Colosseum 😬",6
"Lets create a world where no one has any REAL situational awareness around them. Very cool tech, but extremely terrifying negative impacts on society. Smart phones have already destroyed so much of human interaction. This is on a whole other level. If this tech gets popularized, there are going to be huge impacts in both a safety and social aspect.",1
Dopamine give me more dopamine!!!,0
I could never walk around in public with this thing on,16
Legit nobody has the creativity Casey does.,6
It's an old classic in eternal unfinished development technology.,0
